OBJECTID_1,FID,OBJECTID,bd,id,Tipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidum,Norte,Este,Fallecidos,Economicas,Notas
213,"208","213",ant,"7427",Landslide,2001/12/21 00:00:00.000,Anthropic,Otra causa - Tubo de acueducto reventado,Bomberos Envigado,Valle de Aburrá,Envigado,Alto de Misael,Dg 29 Nº 33 Sur - 07,Mid,6.174038000000000,-75.576774999999998,"0","0",(di6author : jdc)(di6date : 2003/06/27)
214,"209","214",ant,"7523",Landslide,2002/06/07 00:00:00.000,Anthropic,Error humano - Banqueo,Bomberos Envigado,Valle de Aburrá,Envigado,Alto de Misael,Cr 42A Nº 26A Sur - 249,Mid,6.176993000000000,-75.579187000000005,"0","0",(di6author : jdc)(di6date : 2003/06/27)
215,"210","215",ant,"7527",Landslide,2002/11/07 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Envigado,Valle de Aburrá,Envigado,Alto de Misael,Tr 33S Nº29-26,Mid,6.175134000000000,-75.580364000000003,"0","0",(di6author : jdc)(di6date : 2003/06/27)
216,"211","216",ant,"7528",Landslide,2002/11/02 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Envigado,Valle de Aburrá,Envigado,Alto de Misael,Tr 33S Nº29-26,Mid,6.175134000000000,-75.580364000000003,"0","0",(di6author : jdc)(di6date : 2003/06/27)
217,"212","217",ant,"7956",Landslide,2009/06/30 00:00:00.000,Rainfall,Vendaval,Ogr,Valle de Aburrá,Envigado,Alto de Misael,"Centro, Chingui 2, Alcala, Metropolitano",Mid,6.175839000000000,-75.577523999999997,"0","0",Se registran 6 viviendas afectadas y alrededor de 30 afectados.
218,"213","218",ant,"8411",Landslide,2021/09/03 00:00:00.000,Rainfall,,El Colombiano,Valle de Aburrá,Medellin,Corregimiento Altavista,Vereda El Jardin,Mid,6.201000000000000,-75.622000000000000,"0","0","Tres movimientos en masa en la noche del 4 de septiembre generados en el corregimiento de Altavista, en la vereda La Esperanza, en la vereda Jardín y en el sector Mano de Dios"
219,"214","219",ant,"4498",Landslide,1989/09/10 00:00:00.000,Anthropic,Error humano - Por aguas que bajan de la vereda el manzanillo,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,Belén Rincon/ 1 Sur con Clle. 76A y 2B Sur con Clle. 79,Mid,6.213381000000000,-75.599973000000006,"0","0",(di6author : rs)(di6date : 24/01/03)
220,"215","220",ant,"4596",Landslide,1989/10/21 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,Calle 36 con Cra. 79,Mid,6.206864000000000,-75.604804999999999,"0","0",(di6author : rs)(di6date : 12/02/03)
221,"216","221",ant,"4597",Landslide,1989/10/21 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,Sector Juaquinillos y la Frontera,Mid,6.206864000000000,-75.604804999999999,"0","0",5 casas se encuentran en peligro por un deslizamiento(DI6Author : RS)(DI6Date : 12/02/03)
222,"217","222",ant,"4717",Landslide,1990/05/04 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,"Barrio Belén Rincon; sector la Frontera",Mid,6.206864000000000,-75.604804999999999,"0","0",(di6author : rs)(di6date : 26/01/03)
223,"218","223",ant,"5445",Landslide,1994/07/11 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,Calle 3A Sur con Cra 81,Mid,6.209039000000000,-75.604015000000004,"0","0",(di6author : rs)(di6date : 18/02/03)
224,"219","224",ant,"5469",Landslide,1994/11/23 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,El Rincón,"Cra 81 con Calle 2; Belén Rincón; Zona Rural.",Mid,6.210703000000000,-75.603761000000006,"0","0",(di6author : rs)(di6date : 18/02/03)
225,"220","225",ant,"5531",Landslide,1994/10/31 00:00:00.000,Rainfall,Lluvias - Pendiente del terreno e infiltración de aguas lluvias,Simpad,Valle de Aburrá,Medellín,El Rincón,Carrera 79B No.4A Sur- 192,Mid,6.215777000000000,-75.604260999999994,"0","0",- se debe realizar la evacuación temporal de la vivienda.(di6author : am)(di6date : 11/02/03)
226,"221","226",ant,"7016",Landslide,1999/05/12 00:00:00.000,Rainfall,Lluvias - Para adición de vivienda se realizó excavación que por,Simpad,Valle de Aburrá,Medellín,El Rincón,Calle 3 No.80A-70,Mid,6.211918000000000,-75.604770000000002,"0","0",(*) acción de las aguas lluvias se desestabilizó. - el deslizamiento comprometió el andén y fachada de la parte posterior de la vivienda. - el nivel de riesgo es bajo. - la ficha técnica tiene como consecutivo el no.768(di6author : am)(di6date : 24/
227,"222","227",ant,"7354",Landslide,2000/05/08 00:00:00.000,Rainfall,Lluvias - Lluias lavaron terreno resultando en colada de lodo,Simpad,Valle de Aburrá,Medellín,El Rincón,Cl 3S Nº80B-72,Mid,6.208794000000000,-75.604003000000006,"0","0",(di6author : jdc)(di6date : 2003/03/19)
228,"223","228",ant,"7355",Landslide,2000/05/07 00:00:00.000,Anthropic,Error humano - Falta de obras de drenaje,Simpad,Valle de Aburrá,Medellín,El Rincón,Cr 79A Nº2-75,Mid,6.211989000000000,-75.602818999999997,"0","0",Desmoronamiento de talud se dio sobre costado de quebrada(DI6Author : JDC)(DI6Date : 2003/03/19)
229,"224","229",ant,"7356",Landslide,2000/05/08 00:00:00.000,Rainfall,Lluvias,Simpad,Valle de Aburrá,Medellín,El Rincón,Cl 3S Nº80B-21,Mid,6.208479000000000,-75.603707000000000,"0","0",(di6author : jdc)(di6date : 2003/03/19)
230,"225","230",ant,"7358",Landslide,2000/06/07 00:00:00.000,Anthropic,Error humano - Mal manejo del talud,Simpad,Valle de Aburrá,Medellín,El Rincón,Cr 84 Nº1S-36,Mid,6.208292000000000,-75.607140000000001,"0","0",(di6author : jdc)(di6date : 2003/03/19)
231,"226","231",ant,"7359",Landslide,2000/05/08 00:00:00.000,Anthropic,"Error humano - Talud mal manejado; con falta de vegetación",Simpad,Valle de Aburrá,Medellín,El Rincón,Cr 79 Nº1S-129,Mid,6.209592000000000,-75.601489999999998,"0","0",(di6author : jdc)(di6date : 2003/03/19)
232,"227","232",ant,"7360",Landslide,2000/05/09 00:00:00.000,Unknown,Desconocida - No reportada,Simpad,Valle de Aburrá,Medellín,El Rincón,Cl 3S Nº80A-36,Mid,6.208712000000000,-75.603888999999995,"0","0",(di6author : jdc)(di6date : 2003/03/19)
233,"228","233",ant,"6936",Landslide,1999/10/06 00:00:00.000,Rainfall,Lluvias - Lluvias de los últimos días sumado a banqueos verticales,Simpad,Valle de Aburrá,Medellín,La Hondonada,Carrera 81B No.4 Sur 40 (Referencia).,Mid,6.207909000000000,-75.604528999999999,"0","0",- se debe evacuar una vivienda - el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.1518(di6author : am)(di6date : 23/04/03)
234,"229","234",ant,"7340",Landslide,2000/01/30 00:00:00.000,Anthropic,Error humano - Talud con corte vertical y desprovisto de vegetación,Simpad,Valle de Aburrá,Medellín,La Hondonada,Cll 5S Nº83-20 (119),Mid,6.207506000000000,-75.606547000000006,"0","0",(di6author : jdc)(di6date : 2003/03/18)
235,"235","235",ant,"8206",Landslide,,Rainfall,,El Colombiano,Valle de Aburrá,Medellín,Rodeo Alto,"calle 9A sur con carrera 82, Urbanización Atavanza",low,6.204000000000000,-75.603999999999999,"0",,Alerta en la urbanización por posible aumento de la inestabilidad.
236,"236","236",ant,"8600",Landslide,,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Barrio Belen,"Rodeo Alto, unidad residencial Atavanza",Low,6.203869000000000,-75.605320000000006,"0","0","Deslizamiento de tierra en el sector de la Unidad Atavanza, en Rodeo Alto, Barrio Belen. Es de recordar que en esa zona residencial, que queda al borde de la vía donde se presentó el movimiento en masa, se había construido un muro de contención.

E"
237,"230","237",ant,"8596",Landslide,2022/05/20 00:00:00.000,Rainfall,,El Colombiano,Valle de Aburrá,Medellin,Barrio Belen,Sector Rodeo Alto Av 80,Mid,6.208039000000000,-75.590040000000002,"0","0",Deslizamiento de tierra en la vía que conduce a Rodeo Alto por la Av. 80.
238,"231","238",ant,"5863",Landslide,1995/03/22 00:00:00.000,Unknown,Desconocida,Simpad,Valle de Aburrá,Medellín,La Colina,Calle 36 No.108-11,Mid,6.249622000000000,-75.620296999999994,"0","0",- en reporte del 25 de nov. de 1994 se recomendó la evacuación de la vivienda con el no.108-35. - el deslizamiento de lleno de 20 m3 aprox.(di6author : am)(di6date : 20/02/03)
239,"232","239",ant,"5898",Landslide,1996/05/11 00:00:00.000,Rainfall,Desconocida - Desbordamiento de quebrada La Jabalcona,Bomberos Medellín,Valle de Aburrá,Medellín,La Colina,Cras. 52 y 53 con Calles 12 Sur y 13 Sur (No Es Exactamente*,Mid,6.196888000000000,-75.593891999999997,"0","0",* en el barrio la colina si no en el barrio california que no aparece en la lista de barrios tomado para esta base de datos (es porque el barrio mas cerca es el barrio la colina) son muchas las viviendas afectadas. ** y otras perdidas sin cuantifi vivien
240,"233","240",ant,"6971",Landslide,1999/06/08 00:00:00.000,Unknown,Desconocida,Simpad,Valle de Aburrá,Medellín,La Colina,Carrera 107A No.35-50. Caño 20 de Julio,Mid,6.196888000000000,-75.593891999999997,"0","2",- se presentó deslizamiento de talud y también caída de árbol que destruyó un rancho. - el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.898(di6author : am)(di6date : 26/03/03)
241,"234","241",ant,"6801",Landslide,1999/10/26 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Santa Catalina,Cra. 58 con Clle 32,Mid,6.167025000000000,-75.657174999999995,"0","15",(di6author : rsb)(di6date : 21/06/01)
242,"235","242",ant,"6802",Landslide,1999/10/26 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Santa Catalina,Clle 29Aa # 56C - 03. Urbanización la Finca,Mid,6.167025000000000,-75.657174999999995,"0","0",(di6author : rsb)(di6date : 21/06/01)
243,"236","243",ant,"8608",Landslide,2022/07/12 00:00:00.000,Rainfall,,Teleantioquia,Valle de Aburrá,Medellin,Corregimiento San Antonio de Prado,Vereda Las Playas,Mid,6.193664000000000,-75.657600000000002,"2",,"Un deslizamiento de tierra tuvo lugar en una montaña del sector de Las Playas, cercana a la quebrada Doña María. Este es un cuerpo de agua que representa el 40 % del cauce del río Medellín, pasa por el corregimiento de San Antonio de Prado (Medellí"
244,"244","244",ant,"8655",Landslide,,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Medellin,Corregimiento San Antonio de Prado,"Sector El Chispero , calle 45 sur",Low,6.182000000000000,-75.655000000000001,"0","0","Deslizamiento de tierra en el sector El Chispero, ocasionado por las fuertes lluvias. Este deslizamiento y a se habia presentado en el mismo punto hace un mes."
245,"237","245",ant,"1174",Landslide,2004/10/18 00:00:00.000,Rainfall,Lluvias - Desplazamientos de terrenos de alta pendiente comprom vvdas,Unknown,Valle de Aburrá,Caldas,La Raya,,Mid,6.110611000000000,-75.636544999999998,"0","42",(di6author : luz dary di6date : 28-10-04)
246,"238","246",ant,"1170",Landslide,2004/10/14 00:00:00.000,Anthropic,Error humano - Falla en los gaviones que soportaban un lleno estructural,Administración Municipal,Valle de Aburrá,La Estrella,La Tablaza,Sector Pico Rico,Mid,6.116640000000000,-75.649969999999996,"0","45",La avalancha se desplazó aproximadamente 500 metros desde el sitio donde se encuentra el lleno y su punta llegó hasta aproximadamente 300 metros antes de la vía antigua a caldas. se evacuaron 10 viviendas como medida preventiva.//presencia del oficial
247,"239","247",ant,"1269",Landslide,2006/01/09 00:00:00.000,Rainfall,Lluvias - Por fuertes lluvias deslizamiento,Defensa Civil,Valle de Aburrá,La Estrella,La Tablaza,Barrio Sagrada Familia,Mid,6.116640000000000,-75.649969999999996,"1","11",Se coordinó con geólogo del area metropolitana por solicitud del alcalde se está en espera del informe. (di6author : doraelena di6date : 06/16/01)
248,"240","248",ant,"1305",Landslide,2006/05/16 00:00:00.000,Rainfall,Lluvias,Clopad,Valle de Aburrá,La Estrella,La Tablaza,Sector la Montañita,Mid,6.116640000000000,-75.649969999999996,"0","0",Amenaza con llevarse una torre de energia de ee.pp de medellín. solicitan una retroescavadora de oruga se les constesta que no poseeemos ese tipo de maquinaria que la soliciten directamente a ee.pp. (DI6Author : Rudy DI6Date : Mayo-2006)
249,"241","249",ant,"1312",Landslide,2006/06/05 00:00:00.000,Rainfall,Lluvias - Evacuacion preventiva de familias,Municipio,Valle de Aburrá,La Estrella,La Tablaza,Calle Vieja,Mid,6.116640000000000,-75.649969999999996,"0","0",2 familias evacuadas en albergue y 1 albergadas en familiares.el municipio solicita apoyo con 11 colchonetas y tres mercados. (DI6Author : GILBERTO ARI DI6Date : 2006-07-06)
250,"242","250",ant,"1446",Landslide,2008/08/13 00:00:00.000,Rainfall,Lluvias - Falla en taluf y protector,Alcalde,Valle de Aburrá,Caldas,La Corrala,Altos de Vitiqua 1,Mid,6.087624000000000,-75.626762999999997,"0","160",El municipio interviene e inicia monitoreo del sector (DI6Author : PABLO PUERTA DI6Date : 2008-00-06)
251,"243","251",ant,"6753",Landslide,1999/10/24 00:00:00.000,Rainfall,Lluvias - Uerte invierno y por una falla geológica que pasa por ahí,Cole de Caldas Pero Es de Def. Civil,Valle de Aburrá,Caldas,Olaya Herrera,Vereda el Comino,Mid,6.091812000000000,-75.638463000000002,"0","0",El deslizamiento de tierra afectó primero la quebda la mina produciendo un represamiento y también afectó la banca de la carretera principal.(di6author : rsb)(di6date : 8/11/01)
252,"244","252",ant,"1166",Landslide,2004/10/10 00:00:00.000,Rainfall,Deslizamiento - Deslizamiento por saturacion de aguas,Alcaldesa,Valle de Aburrá,Caldas,,Vereda la Quiebra,High,6.057408000000000,-75.649462999999997,"1","51",El dapard apoyo con suministro de frazadas mercados colchonetas y kits de cocina y aseo. por valor $.......... y coordino la evaluación geologica de la situación (di6author : bcc di6date : 04/10/13)
253,"245","253",ant,"1275",Landslide,2006/03/23 00:00:00.000,Rainfall,Lluvias - Por fuertes y permanentes lluvias se presentaron varios deslizamientos,Coordinadora Clopad,Valle de Aburrá,Caldas,,Barios Mandalay la Inmaculada y Vda la Mansión,High,6.094726000000000,-75.635077999999993,"0","63",El clopad atendió la emergencia el dapard apoyó a través de la la defensa civil belén y con 20 mercados 20 kit de aseo 20 kit de cocina 60 colchonetas 60 sábanas y 60 cobijas. se brindó apoyo técnico en coordinación con corantioquia. (DI6Author :
254,"246","254",ant,"1276",Landslide,2006/03/25 00:00:00.000,Rainfall,Lluvias,Coordinadora Clopad,Valle de Aburrá,Caldas,,Barrio Mandalay,High,6.083007000000000,-75.635136000000003,"0","61",El dapard apoyó a través de la junta de defensa civil belén y con asistencia técnica. (DI6Author : Dora Elena DI6Date : 28-03-06)
255,"247","255",ant,"1408",Landslide,2008/06/12 00:00:00.000,Rainfall,Lluvias - Movimiento de tierra remontante,Clopad,Valle de Aburrá,Caldas,,Salinas,High,6.047041000000000,-75.663518999999994,"0","6",La atencion inicial la hace el clopad del municipio de caldas (afectado) (DI6Author : PABLO DI6Date : 2008-06-15)
256,"248","256",ant,"1447",Landslide,2008/08/15 00:00:00.000,Rainfall,Vendaval,Clopad,Valle de Aburrá,Caldas,,Vereda la Salina,High,6.047041000000000,-75.663518999999994,"0","28",Solicitan visita de geologo//ver informes en la carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008-09-06)
257,"249","257",ant,"2149",Landslide,2015/11/10 00:00:00.000,Unknown,Desconocida,Dapard,Valle de Aburrá,Caldas,,"Vereda Salinas, sector Reversadero.",High,6.047041000000000,-75.663518999999994,"0","0",Cdgrd antioquia informa: deslizamiento de tierra. afectó 2 viviendas con 8 personas que están en auto-albergue. no se reportan lesionados. atendió cmgrd con bomberos y defensa civil. -840
258,"250","258",ant,"2371",Landslide,1929/04/06 00:00:01.000,Unknown,Desconocida,Ing.,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"4","0",
259,"251","259",ant,"2494",Landslide,1965/03/06 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,6'0525 - 75'3752,High,6.091480000000000,-75.635271000000003,"1","0",Se desconoce la causa
260,"252","260",ant,"2507",Landslide,1967/10/24 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"2","0",Se desconoce la causa
261,"253","261",ant,"2522",Landslide,1968/07/06 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"0","0",Se desconoce la causa
262,"254","262",ant,"2542",Landslide,1971/09/15 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,El Maní,High,6.043558000000000,-75.675290000000004,"7","0",Se desconoce la causa
263,"255","263",ant,"2570",Landslide,1975/08/15 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,Alto de Minas,High,6.020406000000000,-75.609487000000001,"0","0",Se desconoce la causa
264,"256","264",ant,"3114",Landslide,1983/04/25 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,La Tablaza,High,6.109678000000000,-75.642017999999993,"1","0",Se desconoce la causa
265,"257","265",ant,"4058",Landslide,1987/08/03 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,"Vía Primavera - Amagá; Km. 8",High,6.069910000000000,-75.635045000000005,"0","0",Se desconoce la causa
266,"258","266",ant,"4269",Landslide,1988/06/30 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Caldas,,Vereda el Comino,High,6.033654000000000,-75.621902000000006,"0","0",(di6author : rs)(di6date : 10/02/03)
267,"259","267",ant,"4442",Landslide,1988/06/18 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,"Vía Medellín - Bolombolo; Km. 15",High,6.080843000000000,-75.630459000000002,"0","0",Se desconoce la causa
268,"260","268",ant,"4489",Landslide,1989/05/07 00:00:00.000,Anthropic,Error humano - Por aguas mal encausadas,Bomberos Medellín,Valle de Aburrá,Caldas,,Autopista Sur a la altura de la Variante,High,6.101165000000000,-75.634313000000006,"0","0",(di6author : rs)(di6date : 24/01/03)
269,"261","269",ant,"5749",Landslide,1995/05/17 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Caldas,,Vereda la Chuscala parte Baja,High,6.083018000000000,-75.640659999999997,"0","0",Deslizamiento potencial(DI6Author : RS)(DI6Date : 18/02/03)
270,"262","270",ant,"5773",Landslide,1995/10/07 00:00:00.000,Rainfall,Lluvias - Ola invernal,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Clara (En un sector de Allí),High,6.049348000000000,-75.619738999999996,"2","0",Se presentaron varios deslizamientos pero todos juntos en ese mismo sector. en uno de estos deslizamientos se registró el desplome de una vivienda y allí perdieron la vida dos personas (una señora y una bebe)(di6author : rsb)(di6date : 3/11/01)
271,"263","271",ant,"5780",Landslide,1995/10/09 00:00:00.000,Unknown,Otra causa - Otra causa,Dnpad,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"2","250",(di6date : cip)
272,"264","272",ant,"5954",Landslide,1998/05/27 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Sector el 30 - la Quiebra,High,6.057408000000000,-75.649462999999997,"0","6",(di6author : rsb)(di6date : 5/11/01)
273,"265","273",ant,"6078",Landslide,1996/06/03 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"0","321",(di6date : cip)
274,"266","274",ant,"6079",Landslide,1996/07/08 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,Caldas,,Salinas,High,6.047041000000000,-75.663518999999994,"2","5",(di6date : cip)
275,"267","275",ant,"6086",Landslide,1996/04/29 00:00:00.000,Rainfall,Lluvias - Fuerte aguacero,El Colombiano,Valle de Aburrá,Caldas,,Vereda Salinas,High,6.047041000000000,-75.663518999999994,"0","0","Un deslizamiento taponó el tunel (una de las salidas) que pasa por debajo de la vía ferrea; esto produjo un represamiento de las aguas formando un gran lago de 50 mts de largo.(di6date : 31/9/02)"
276,"268","276",ant,"6116",Landslide,1996/07/06 00:00:00.000,Rainfall,Lluvias - Lluvias torrenciales que hicieron que el terreno se,El Colombiano,Valle de Aburrá,Caldas,,Vereda Salinas,High,6.047041000000000,-75.663518999999994,"2","0",* aflojara porque era inestable. nota: aun continua el desprendimiento de rocas. nota1: la noticia de la cual se tomo la anterior información aparece en el periódico el colombiano el 8 de julio de 1996.(di6date : 2/10/02)
277,"269","277",ant,"6375",Landslide,1998/04/02 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Caldas,,"Vereda la Tablaza; sector la Arenera",High,6.109678000000000,-75.642017999999993,"0","0",(di6author : rs)(di6date : 4/02/03)
278,"270","278",ant,"6376",Landslide,1998/04/02 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Caldas,,"Vereda Sinifana; sector la Rafaela",High,6.004688000000000,-75.653958000000003,"3","0",(di6author : rs)(di6date : 4/02/03)
279,"271","279",ant,"6436",Landslide,1998/05/04 00:00:00.000,Rainfall,Lluvias,Cole de Caldas,Valle de Aburrá,Caldas,,La Chuscala (Sector Raizal),High,6.083018000000000,-75.640659999999997,"0","3",(di6author : rsb)(di6date : 5/11/01)
280,"272","280",ant,"6440",Landslide,1998/05/29 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,La Planta. Clle 128Sur Nº 59 - 75. Apto 115.,High,6.091444000000000,-75.643613000000002,"0","4",(di6author : rsb)(di6date : 5/11/01)
281,"273","281",ant,"6446",Landslide,1998/05/02 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Vía a la V. Sinifaná (100 M Entrando de la Carret Principal),High,6.013232000000000,-75.654358999999999,"3","0",Aquí perdieron la vida dos adultos y una menor.(di6author : rsb)(di6date : 3/11/01)
282,"274","282",ant,"6447",Landslide,1998/05/11 00:00:00.000,Rainfall,Lluvias,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Miel,High,6.104541000000000,-75.620998999999998,"0","4",La vivienda se derrumbó la mitad y amenaza derrumbarse la otra mitad.(di6author : rsb)(di6date : 3/11/01)
283,"275","283",ant,"6449",Landslide,1998/05/27 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Montoya,High,6.091480000000000,-75.635271000000003,"0","4",(di6author : rsb)(di6date : 3/11/01)
284,"276","284",ant,"6450",Landslide,1998/05/25 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Sector el 30 - la Quiebra,High,6.057408000000000,-75.649462999999997,"0","7",La vivenda parcialmente destruida está hecha en madera (tugurio) y además los habitantes tienen que evacuar.(di6author : rsb)(di6date : 5/11/01)
285,"277","285",ant,"6451",Landslide,1998/05/25 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Salinas - Puente Paja,High,6.047041000000000,-75.663518999999994,"0","6","La vivienda fue rehubicada en la misma parte; pero se le hicieron algunas mejoras que mitigan el riesgo.(di6author : rsb)(di6date : 5/11/01)"
286,"278","286",ant,"6452",Landslide,1998/05/08 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Primavera parte alta (Por Los Rures),High,6.072302000000000,-75.639161000000001,"0","6",(di6author : rsb)(di6date : 5/11/01)
287,"279","287",ant,"6453",Landslide,1998/05/27 00:00:00.000,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Primavera parte alta,High,6.072302000000000,-75.639161000000001,"0","8",(di6author : rsb)(di6date : 5/11/01)
288,"280","288",ant,"6454",Landslide,1998/05/29 00:00:00.000,Rainfall,Lluvias - Ola invernal,Cole de Caldas,Valle de Aburrá,Caldas,,La Planta. Clle 128 Sur Nº 58 - 25. Apto 110,High,6.091444000000000,-75.643613000000002,"0","5","El deslizamiento es continuo; por causa de las lluvias.(di6author : rsb)(di6date : 5/11/01)"
289,"281","289",ant,"6455",Landslide,1998/05/29 00:00:00.000,Rainfall,Lluvias,Cole de Caldas,Valle de Aburrá,Caldas,,El Raizal parte Abajo,High,6.087541000000000,-75.643923999999998,"0","5",(di6author : rsb)(di6date : 5/11/01)
290,"282","290",ant,"6456",Landslide,1998/11/23 00:00:00.000,Unknown,Desconocida,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,"Vereda Potrerillo;Sobre la Margen Der. de Qbda.La Potrerillo",High,6.074466000000000,-75.667732000000001,"0","0",La fecha que aparece en la ficha es del día del reporte mas no la del evento (esta ultima no aparece) el movimiento de masa ocacionó la destrucción de la banca total de un tramo de la carretera que lleva a la escuela de la vereda y un tramo del acue b
291,"283","291",ant,"6458",Landslide,1998/06/08 00:00:00.000,Rainfall,Lluvias - Ola invernal y además por las altas pendientes,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,Sector Carretera a la Vereda el Sesenta a Unos 200 M *,High,6.009932000000000,-75.617267999999996,"0","0",* del daño reportado en la ficha 971 (tiene afinidad con la ficha 971) la fecha que aparece en la ficha es del día del reporte mas no la del evento (esta ultima no aparece)(di6author : rsb)(di6date : 3/11/01)
292,"284","292",ant,"6459",Landslide,1998/06/08 00:00:00.000,Rainfall,Lluvias - Ola invernal y altas pendientes,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,"Sector Urapanes; en el Camino de Acceso a la Vereda.",High,6.091480000000000,-75.635271000000003,"0","0",(di6author : rsb)(di6date : 3/11/01)
293,"285","293",ant,"6460",Landslide,1998/06/08 00:00:00.000,Unknown,Desconocida,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,"Vereda Primavera; sobre la quebrada la Legía.",High,6.067811000000000,-75.637313000000006,"0","0","Movimiento de masa en la margen izquierda de la qbda. la legía; que agrietó una ladera de alta penndiente y embombó la base de la ladera; levantando el terreno y produciendo el agrietamiento y destrucción de una vivienda ubicada allí.(di6author : rs"
294,"286","294",ant,"6475",Landslide,1998/05/16 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"3","1",
295,"287","295",ant,"6477",Landslide,1998/10/24 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,Caldas,,,High,6.091480000000000,-75.635271000000003,"0","10",
296,"288","296",ant,"6664",Landslide,1999/06/04 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Caldas,,"Vereda la Quiebra; a la altura de Salinas",High,6.057408000000000,-75.649462999999997,"0","0","Nota: bomberos sabaneta apoyaron en la situación; pero pertenecía al municipio de caldas.(di6author : rsb)(di6date : 28/11/01)"
297,"289","297",ant,"6667",Landslide,1999/06/10 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Caldas,,"En la Variante de Caldas; en el Estadero Mi Balconcito.",High,6.088720000000000,-75.631704999999997,"0","0",Apoyaron bomberos sabaneta en este operativo pero el evento se encontraba en el municipio de caldas.(di6author : rsb)(di6date : 28/11/01)
